StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,I 1 _1,I 2_1,I 2_2,I 2_3,"I 3 ",I 4,I 5_1,I 5_2,I 5_3,I 5_4,I 6,I 7_1,I 7_2,I 7_3,I 7_4,I 7_5,EX 1.2_1,EX 1.3_1,EX 1.3_2,EX 1.3_3,EX 1.3_4,EX 1.3_5,EX 1.3_6,EX 2.2_1,EX 2.3_1,EX 2.3_2,EX 2.3_3,EX 2.3_4,EX 2.3_5,EX 2.3_6,FT 1_1,FT 2_1,FT 3_1,FT 3_2,FT 3_3,FT 3_4,FT 3_5,FT 4_1,FT 4_2,FT 4_3,FT 4_4,FT 5_1,FT 6_1,FT 6_2,FT 6_3,FT 6_4,FT 6_5,ED 2_1,NE 1_1,D 1,D 2,D 3,D 3_4_TEXT,D 4,D 4_3_TEXT,D 5,D 6,Group,Group1
2021-11-11 10:23:33,2021-11-11 10:29:16,IP Address,62.240.134.158,100,343,True,2021-11-11 10:29:17,R_1qfhHU9bKX9NDrT,,,,,48.2169036865234375,16.49969482421875,anonymous,EN,5,Material,Sustainability,,Every 9 month,500,40,60,0,0,50-80 €,7 (very important),6,7 (very important),5,4,,,,,,,,50,4,5,6,4,5,4,4,11,,,,,,6,3,4,6,30,5,3,6,3,3,25,,Male,25,Student,,Austria,,Bachelor's degree,<1000,Test Group 2,Education
2021-11-11 10:08:44,2021-11-11 10:30:52,IP Address,62.205.122.82,100,1328,True,2021-11-11 10:30:52,R_3lQ6jm0mQMYRXv4,,,,,51.2191925048828125,4.391693115234375,anonymous,EN,5,Fit,Colours,Quality,Every 3 month,1400,20,20,50,10,50-80 €,7 (very important),4,5,5,5,,,,,,,,35,6,3,6,3,5,6,4,5,,,,,,5,5,7 (strongly agree),6,40,6,4,5,5,2,,20,Female,25,Student,,Austria,,High school diploma,1000-2000,Test Group 2,No Education
2021-11-11 10:21:25,2021-11-11 10:49:00,IP Address,178.165.184.134,100,1655,True,2021-11-11 10:49:01,R_1eK1KOLg2BOXBx1,,,,,48.2169036865234375,16.49969482421875,anonymous,EN,3,Comfy,Style,Stretch,Every 9 month,250,0,40,60,0,81-100€,7 (very important),4,7 (very important),5,4,69,5,2,4,2,1 (not influenced at all),6,,,,,,,,4,0,5,5,2,2,2,,,,,20,6,5,6,2,3,60,,Male,22,Employed,,Austria,,High school diploma,1000-2000,Test Group 1,Education
2021-11-11 10:56:59,2021-11-11 11:02:55,IP Address,2.152.83.239,100,356,True,2021-11-11 11:02:56,R_1mdT5i2nXgfBLFO,,,,,41.386993408203125,2.17010498046875,anonymous,EN,7 (strongly agree),Shoes,Coat,Top,Every 3 month,2000,30,60,10,0,under 50 €,6,7 (very important),7 (very important),5,5,,,,,,,,45,6,4,2,2,5,2,5,20,,,,,,5,5,6,7 (strongly agree),40,4,4,6,5,2,,30,Female,28,Employed,,Other,Spain,Bachelor's degree,2000-3000,Test Group 2,No Education
2021-11-11 11:38:48,2021-11-11 11:47:45,IP Address,84.115.235.67,100,537,True,2021-11-11 11:47:45,R_wKVwr8FE0U4ad9v,,,,,48.195098876953125,16.348297119140625,anonymous,EN,5,Comfort,Recycled materials or vintage,Uniqueness,Less than once a year,600,20,0,40,40,50-80 €,7 (very important),1 (not important),7 (very important),7 (very important),4,0,7 (strongly influenced),1 (not influenced at all),7 (strongly influenced),1 (not influenced at all),7 (strongly influenced),1 (not influenced at all),,,,,,,,6,19,,,,,,4,5,7 (strongly agree),7 (strongly agree),68,7 (strongly agree,7 (strongly agree,7 (strongly agree,6,5,,51,Female,25,Other,Student & Employed,Austria,,Bachelor's degree,1000-2000,Test Group 1,No Education
2021-11-11 11:41:14,2021-11-11 11:55:20,IP Address,109.252.70.52,100,845,True,2021-11-11 11:55:20,R_24tGKleMmSlr4m6,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,4,shoes,shirts,suit,Less than once a year,1000,25,25,50,0,81-100€,5,3,5,3,1 (not important),,,,,,,,80,2,5,4,3,5,4,4,20,,,,,,3,5,4,2,40,3,2,6,1 (strongly disagree,5,40,,Male,45,Self employed,,Other,Russia,Master's degree,2000-3000,Test Group 2,Education
2021-11-11 11:48:47,2021-11-11 11:58:55,IP Address,109.252.70.52,100,608,True,2021-11-11 11:58:55,R_3s5D0igRygvOQsd,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,5,"Comfortable ","Beautiful ","Oversizes ",Once a month,80000,1,50,30,19,101-150€,7 (very important),4,7 (very important),4,5,,,,,,,,82,4,2,7 (strongly influenced),2,4,5,4,56,,,,,,2,4,4,5,56,5,4,6,4,6,,45,Female,51,Self employed,,Other,Russia,Master's degree,3000-4000,Test Group 2,No Education
2021-11-11 11:47:58,2021-11-11 11:59:21,IP Address,213.87.146.109,100,683,True,2021-11-11 11:59:21,R_3MhrBJPIqkEkO1f,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,3,Weather,Fascion,Culture,Every 9 month,1500,0,30,70,0,81-100€,7 (very important),3,7 (very important),2,3,40,1 (not influenced at all),7 (strongly influenced),7 (strongly influenced),2,6,1 (not influenced at all),,,,,,,,4,17,,,,,,2,6,2,2,9,4,2,3,5,1 (strongly disagree,29,,Female,46,Employed,,Other,,Master's degree,1000-2000,Test Group 1,Education
2021-11-11 11:53:20,2021-11-11 12:06:04,IP Address,109.252.184.88,100,763,True,2021-11-11 12:06:04,R_RXopBNhkHoTUyit,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,7 (strongly agree),Weather,Mood,The aim of event,Every 3 month,2000,45,45,5,5,under 50 €,5,3,5,7 (very important),3,,,,,,,,36,5,7 (strongly influenced),7 (strongly influenced),5,7 (strongly influenced),5,5,4,,,,,,4,2,2,2,18,4,4,3,2,1 (strongly disagree,,26,Female,15,Student,,Other,Russian,Compulsory schooling,<1000,Test Group 2,No Education
2021-11-11 12:14:10,2021-11-11 12:28:30,IP Address,109.252.70.52,100,860,True,2021-11-11 12:28:30,R_O202jnVEo20hfB7,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,5,price,fascion,brand,Every 9 month,2000,10,20,60,10,81-100€,7 (very important),5,7 (very important),2,2,100,2,7 (strongly influenced),5,4,7 (strongly influenced),3,,,,,,,,4,40,,,,,,6,7 (strongly agree),2,2,39,5,2,5,7 (strongly agree,2,71,,Female,45,Employed,,Other,Russia,Master's degree,2000-3000,Test Group 1,Education
2021-11-11 12:14:09,2021-11-11 12:31:49,IP Address,80.109.19.143,100,1060,True,2021-11-11 12:31:49,R_2RPIIoE3PqBXzah,,,,,48.1967926025390625,16.3191070556640625,anonymous,EN,7 (strongly agree),Stylish,Trendy,"Comfy ",Every 6 month,3000,5,0,60,35,101-150€,6,3,6,4,4,90,5,5,6,4,7 (strongly influenced),4,,,,,,,,6,40,,,,,,5,3,4,6,30,5,5,3,3,1 (strongly disagree,20,,Male,46,Employed,,Austria,,Master's degree,3000-4000,Test Group 1,Education
2021-11-11 12:19:18,2021-11-11 12:32:33,IP Address,109.252.70.52,100,794,True,2021-11-11 12:32:33,R_2wBSU02rpEOi4BY,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,5,Price,material,sustainability,Every 9 month,1000,50,0,25,25,50-80 €,6,7 (very important),5,4,3,,,,,,,,40,5,6,3,2,6,4,4,0,5,7 (strongly agree),4,2,1 (strongly disagree),,,,,20,2,4,6,7 (strongly agree,1 (strongly disagree,,25,Male,38,Employed,,Other,Russia,Master's degree,3000-4000,Test Group 2,No Education
2021-11-11 12:27:21,2021-11-11 12:38:03,IP Address,109.252.51.1,100,641,True,2021-11-11 12:38:03,R_1puGRzqRfCsxHaF,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,4,t-shirt,"jeans ","shoes ",Every 6 month,1500,5,40,5,50,50-80 €,4,7 (very important),7 (very important),7 (very important),4,,,,,,,,70,4,5,7 (strongly influenced),7 (strongly influenced),7 (strongly influenced),1 (not influenced at all),4,100,,,,,,5,7 (strongly agree),7 (strongly agree),7 (strongly agree),94,7 (strongly agree,7 (strongly agree,7 (strongly agree,7 (strongly agree,4,,81,Female,28,Employed,,Other,Russia,Master's degree,1000-2000,Test Group 2,No Education
2021-11-11 12:56:40,2021-11-11 13:07:06,IP Address,213.87.149.113,100,625,True,2021-11-11 13:07:06,R_xgahrG92jhcPEVX,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,6,Comfortable,Nice,Fashionable,Less than once a year,2000,0,75,25,0,101-150€,5,2,6,5,5,41,4,5,2,3,6,4,,,,,,,,2,10,,,,,,4,4,4,4,0,4,2,2,4,1 (strongly disagree,10,,Male,46,Employed,,Other,"Russian ",Doctorate/Ph.D.,more,Test Group 1,Education
2021-11-11 13:10:01,2021-11-11 13:20:30,IP Address,109.252.184.88,100,628,True,2021-11-11 13:20:30,R_2QhWxroOuAbGbml,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,5,Jeans,Shoes,Bag,Every 9 month,2000,0,40,50,10,50-80 €,7 (very important),4,7 (very important),4,5,,,,,,,,39,4,4,6,5,5,4,5,49,,,,,,5,5,5,5,32,6,5,5,4,2,,21,Female,45,Employed,,Other,Russian,Master's degree,more,Test Group 2,No Education
2021-11-11 13:56:38,2021-11-11 14:00:49,IP Address,86.56.148.211,100,251,True,2021-11-11 14:00:50,R_2TtPLOzD01BBnSd,,,,,48.0424957275390625,14.421295166015625,anonymous,EN,4,,,,Every 6 month,400,100,0,0,0,81-100€,3,1 (not important),5,4,4,88,4,4,4,4,4,4,,,,,,,,4,43,,,,,,4,4,4,4,45,4,4,4,4,4,39,,Male,26,Employed,,Austria,,Bachelor's degree,2000-3000,Test Group 1,Education
2021-11-11 14:02:48,2021-11-11 14:07:05,IP Address,193.83.45.205,100,256,True,2021-11-11 14:07:05,R_23UhAdpQfbxzbXL,,,,,48.2169036865234375,16.49969482421875,anonymous,EN,6,being comfy,feeling good,matchable,Every 3 month,300,60,30,5,5,under 50 €,7 (very important),5,5,5,5,,,,,,,,25,6,6,6,4,6,6,5,45,,,,,,6,4,6,6,20,5,6,6,4,4,,21,Female,21,Employed,,Austria,,High school diploma,2000-3000,Test Group 2,No Education
2021-11-11 14:10:26,2021-11-11 14:18:10,IP Address,62.46.214.252,100,464,True,2021-11-11 14:18:11,R_3iFr8d7G3lhTm3V,,,,,48.20489501953125,16.3661956787109375,anonymous,EN,5,Comfortable,Warm enough,Nice looking,Every 6 month,500,20,60,10,10,under 50 €,6,4,4,3,2,50,5,2,2,5,3,6,,,,,,,,5,20,,,,,,5,4,6,6,25,5,4,4,2,2,30,,Female,25,Student,,Austria,,Bachelor's degree,<1000,Test Group 1,Education
2021-11-11 15:03:07,2021-11-11 15:08:31,IP Address,87.75.40.188,100,323,True,2021-11-11 15:08:31,R_3maAa84DXQGu926,,,,,51.4615020751953125,-0.140899658203125,anonymous,EN,4,"Style ",Fit,Price,Less than once a year,2000,0,80,0,20,50-80 €,7 (very important),4,6,4,4,,,,,,,,22,6,6,2,6,6,4,6,20,,,,,,5,5,5,5,32,5,5,6,6,2,,60,Female,24,Employed,,Other,British,Bachelor's degree,1000-2000,Test Group 2,No Education
2021-11-11 15:24:53,2021-11-11 15:31:29,IP Address,176.247.196.114,100,395,True,2021-11-11 15:31:29,R_1FsL46AKpFoq43F,,,,,46.0066986083984375,12.3332977294921875,anonymous,EN,6,Vestibilità,"Qualità ","Comodità ",Every 6 month,400,10,90,0,0,under 50 €,7 (very important),6,6,1 (not important),5,25,1 (not influenced at all),6,5,2,5,2,,,,,,,,2,11,,,,,,3,4,5,4,30,2,6,6,3,1 (strongly disagree,40,,Female,22,Student,,Other,,Bachelor's degree,<1000,Test Group 1,Education
2021-11-11 15:26:03,2021-11-11 15:32:44,IP Address,62.46.158.136,100,400,True,2021-11-11 15:32:44,R_tXuRtnhdzwcYXux,,,,,48.307403564453125,14.285003662109375,anonymous,EN,7 (strongly agree),matching,trendy,cheap,Every 9 month,200,30,70,0,0,50-80 €,5,6,6,2,2,,,,,,,,60,2,4,5,3,4,4,5,10,,,,,,3,3,5,5,10,5,4,7 (strongly agree,4,2,,10,Male,19,Student,,Austria,,Compulsory schooling,<1000,Test Group 2,No Education
2021-11-12 00:33:24,2021-11-12 00:43:52,IP Address,84.115.229.237,100,627,True,2021-11-12 00:43:52,R_3RjVGevNqFDkdSK,,,,,48.1981964111328125,16.391693115234375,anonymous,EN,4,comfort,good fit,durability,Every 9 month,250,10,50,30,10,under 50 €,4,5,6,6,4,,,,,,,,25,6,6,2,1 (not influenced at all),6,4,6,11,,,,,,5,4,6,5,20,6,6,5,4,2,24,,Female,23,Student,,Austria,,High school diploma,<1000,Test Group 2,Education
2021-11-12 01:06:52,2021-11-12 01:14:51,IP Address,176.59.54.207,100,479,True,2021-11-12 01:14:52,R_rlFjlUh2TnqGKDn,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,6,Price,Quality,Brand,Less than once a year,1000,10,60,30,0,under 50 €,7 (very important),6,7 (very important),5,4,,,,,,,,60,5,5,5,6,7 (strongly influenced),5,5,28,,,,,,6,5,7 (strongly agree),7 (strongly agree),20,6,7 (strongly agree,7 (strongly agree,5,3,,35,Female,23,Employed,,Other,Russia,Bachelor's degree,1000-2000,Test Group 2,No Education
2021-11-12 01:09:02,2021-11-12 01:18:45,IP Address,213.225.33.244,100,583,True,2021-11-12 01:18:46,R_Rh2jHJzm6Zvm09z,,,,,48.1875,16.3549957275390625,anonymous,EN,5,,,,Every 3 month,500,50,50,0,0,under 50 €,5,3,6,3,2,56,6,2,6,4,3,1 (not influenced at all),,,,,,,,4,0,2,6,4,4,4,,,,,13,3,2,4,2,1 (strongly disagree,6,,Female,21,Student,,Germany,,High school diploma,<1000,Test Group 1,Education
2021-11-12 01:13:36,2021-11-12 01:18:56,IP Address,213.55.221.61,100,319,True,2021-11-12 01:18:56,R_3MPtSlOnlFmgOdA,,,,,46.9447021484375,7.4651031494140625,anonymous,EN,5,Comfortable,Pretty,Holds for some years,Every 9 month,600,30,70,0,0,81-100€,7 (very important),6,7 (very important),3,3,81,7 (strongly influenced),5,7 (strongly influenced),4,6,4,,,,,,,,6,15,,,,,,6,6,7 (strongly agree),6,15,7 (strongly agree,7 (strongly agree,7 (strongly agree,6,1 (strongly disagree,20,,Female,22,Student,,Other,Swiss,Bachelor's degree,<1000,Test Group 1,Education
2021-11-12 01:26:13,2021-11-12 01:32:16,IP Address,31.10.160.155,100,362,True,2021-11-12 01:32:16,R_1QDSvd1b0H2Jccd,,,,,46.5503997802734375,6.55169677734375,anonymous,EN,6,Price,Style,Brand,Every 9 month,500,50,30,0,20,50-80 €,6,6,5,5,4,,,,,,,,36,2,4,6,6,6,1 (not influenced at all),5,70,,,,,,5,2,3,6,30,6,5,6,4,1 (strongly disagree,,50,Male,23,Student,,Other,Swiss,Bachelor's degree,1000-2000,Test Group 2,No Education
2021-11-12 01:21:22,2021-11-12 01:32:27,IP Address,130.223.146.91,100,664,True,2021-11-12 01:32:27,R_2cwm6gQtH7LN7X1,,,,,46.526702880859375,6.624298095703125,anonymous,EN,4,confortable,look good on me,sustainable,Less than once a year,400,25,10,5,60,81-100€,6,2,6,6,5,60,5,4,5,2,5,4,,,,,,,,6,10,,,,,,4,4,4,5,70,4,3,6,5,4,,60,Female,24,Student,,Other,,Bachelor's degree,<1000,Test Group 1,No Education
2021-11-12 01:28:22,2021-11-12 01:34:05,IP Address,213.55.221.66,100,343,True,2021-11-12 01:34:06,R_3MF3DztB56wpfl8,,,,,46.9447021484375,7.4651031494140625,anonymous,EN,5,"Quality ","Color ","Comfortable ",Every 9 month,500,30,15,25,30,81-100€,5,1 (not important),5,3,5,,,,,,,,19,2,6,2,2,3,1 (not influenced at all),4,70,,,,,,2,4,5,5,10,4,5,3,4,1 (strongly disagree,49,,Male,22,Student,,Other,,Master's degree,<1000,Test Group 2,Education
2021-11-12 01:34:13,2021-11-12 01:41:24,IP Address,194.230.146.132,100,430,True,2021-11-12 01:41:24,R_2bUf0dDNr4uVhJR,,,,,46.191497802734375,6.1403045654296875,anonymous,EN,3,"Confortable ",Trendy,Quality,Every 9 month,500,50,50,0,0,under 50 €,6,7 (very important),5,2,2,,,,,,,,20,1 (not influenced at all),1 (not influenced at all),1 (not influenced at all),6,4,1 (not influenced at all),3,20,,,,,,6,2,5,3,10,6,5,6,3,1 (strongly disagree,,20,Female,23,Student,,Other,Swiss,Bachelor's degree,<1000,Test Group 2,No Education
2021-11-12 01:15:18,2021-11-12 01:44:43,IP Address,130.223.148.107,100,1765,True,2021-11-12 01:44:44,R_2ykNPhJv5Wmf82P,,,,,46.518402099609375,6.6436004638671875,anonymous,EN,3,Comfort,Looks,Sustainability,Every 9 month,100,10,10,80,0,under 50 €,5,5,7 (very important),6,6,25,6,5,6,3,4,6,,,,,,,,5,60,,,,,,1 (strongly disagree,1 (strongly disagree,3,6,49,2,4,7 (strongly agree,5,4,70,,Female,24,Student,,Other,Switzerland,Bachelor's degree,1000-2000,Test Group 1,Education
2021-11-12 01:54:28,2021-11-12 02:03:20,IP Address,130.223.145.254,100,531,True,2021-11-12 02:03:20,R_9ELgmV1BQNFDh1T,,,,,46.5301971435546875,6.6697998046875,anonymous,EN,5,Style,Cost,Second hand,Less than once a year,1000,0,0,100,0,50-80 €,7 (very important),6,7 (very important),6,6,,,,,,,,30,7 (strongly influenced),5,6,5,6,7 (strongly influenced),5,90,,,,,,6,6,6,6,30,6,6,5,7 (strongly agree,4,50,,Female,24,Student,,Other,French,Master's degree,<1000,Test Group 2,Education
2021-11-12 02:03:42,2021-11-12 02:09:33,IP Address,130.223.147.250,100,350,True,2021-11-12 02:09:33,R_1KpdvYctb7SkAG0,,,,,46.526702880859375,6.624298095703125,anonymous,EN,5,Style,Comfortable,,Less than once a year,500,60,0,10,30,81-100€,7 (very important),5,7 (very important),5,4,90,6,5,6,2,2,2,,,,,,,,5,20,,,,,,4,2,6,7 (strongly agree),25,5,6,6,3,3,,30,Male,22,Student,,Other,Swiss,Bachelor's degree,<1000,Test Group 1,No Education
2021-11-12 02:07:06,2021-11-12 02:11:59,IP Address,46.183.103.8,100,292,True,2021-11-12 02:12:00,R_d4OVYEhfVYakmZj,,,,,51.2993011474609375,9.490997314453125,anonymous,EN,4,Comfortable,Durable,"Sustainable ",Every 6 month,500,70,30,0,0,50-80 €,4,5,5,5,2,65,6,5,5,3,4,3,,,,,,,,4,10,,,,,,7 (strongly agree),4,4,4,30,5,5,3,3,1 (strongly disagree,51,,Female,23,Student,,Austria,,Bachelor's degree,<1000,Test Group 1,Education
2021-11-12 02:05:35,2021-11-12 02:16:29,IP Address,192.42.199.0,100,653,True,2021-11-12 02:16:29,R_2uKuBOrgUlNkAbJ,,,,,46.526702880859375,6.624298095703125,anonymous,EN,5,style,comfort,fashon,Every 9 month,300,20,30,0,50,under 50 €,7 (very important),7 (very important),7 (very important),3,3,,,,,,,,30,2,6,7 (strongly influenced),5,6,3,6,0,5,4,5,4,3,,,,,63,6,7 (strongly agree,7 (strongly agree,3,1 (strongly disagree,,1,Male,22,Student,,Other,Switzerland,Bachelor's degree,<1000,Test Group 2,No Education
2021-11-12 02:29:09,2021-11-12 02:37:44,IP Address,213.225.3.124,100,514,True,2021-11-12 02:37:44,R_24MDcA9qFNu7dah,,,,,48.301605224609375,16.343597412109375,anonymous,EN,5,long lasting,high quality,sustainable,Less than once a year,700,0,60,40,0,81-100€,5,3,7 (very important),5,3,,,,,,,,49,1 (not influenced at all),3,3,4,5,4,5,30,,,,,,6,1 (strongly disagree,5,6,10,5,6,7 (strongly agree,2,3,,30,Male,23,Student,,Austria,,Bachelor's degree,<1000,Test Group 2,No Education
2021-11-12 02:46:44,2021-11-12 02:55:36,IP Address,84.226.199.188,100,532,True,2021-11-12 02:55:37,R_20MVfstiLibFaNU,,,,,46.488006591796875,6.60699462890625,anonymous,EN,4,Color,"Material ",Design,Less than once a year,200,40,20,0,40,under 50 €,7 (very important),7 (very important),5,4,4,50,5,6,6,4,7 (strongly influenced),4,,,,,,,,3,2,,,,,,5,5,6,7 (strongly agree),25,7 (strongly agree,7 (strongly agree,6,5,6,30,,Male,23,Student,,Other,Swiss,Bachelor's degree,<1000,Test Group 1,Education
2021-11-12 02:50:14,2021-11-12 02:55:39,IP Address,194.96.156.228,100,324,True,2021-11-12 02:55:39,R_1dKxmMXNyMeMYeE,,,,,48.17120361328125,16.3209991455078125,anonymous,EN,5,style,comfortability,price,Every 9 month,250,70,10,10,10,50-80 €,6,6,5,3,3,,,,,,,,59,2,6,4,5,6,3,3,5,,,,,,7 (strongly agree),3,2,5,18,3,3,1 (strongly disagree,1 (strongly disagree,1 (strongly disagree,10,,Male,23,Student,,Austria,,High school diploma,1000-2000,Test Group 2,Education
2021-11-12 02:14:37,2021-11-12 02:57:25,IP Address,84.115.221.195,100,2567,True,2021-11-12 02:57:25,R_2aXfqHCiT9ZNB6l,,,,,48.2154998779296875,16.3074951171875,anonymous,EN,5,Clean,Correct size,Sustainable,Less than once a year,150,10,50,30,10,50-80 €,5,5,6,6,5,60,5,7 (strongly influenced),4,5,7 (strongly influenced),5,,,,,,,,5,9,,,,,,5,2,5,6,19,3,4,7 (strongly agree,3,6,,25,Male,23,Student,,Austria,,Bachelor's degree,<1000,Test Group 1,No Education
2021-11-12 03:55:21,2021-11-12 04:03:58,IP Address,92.114.38.66,100,516,True,2021-11-12 04:03:58,R_AMN0tl8KszBpJLP,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,5,Quality,Clean,Affordable,Every 6 month,1200,30,50,10,10,under 50 €,7 (very important),6,6,2,6,10,2,7 (strongly influenced),3,3,7 (strongly influenced),3,,,,,,,,2,6,,,,,,3,3,3,5,11,3,2,2,2,1 (strongly disagree,22,,Female,23,Student,,Other,Romania,High school diploma,<1000,Test Group 1,Education
2021-11-12 05:32:24,2021-11-12 05:37:55,IP Address,172.225.145.120,100,330,True,2021-11-12 05:37:55,R_2cCaRvMLiOXtO1k,,,,,45.4365997314453125,12.3329925537109375,anonymous,EN,6,"style ",cozy,second skin,Less than once a year,500,15,75,10,0,50-80 €,7 (very important),7 (very important),6,4,5,,,,,,,,50,5,6,7 (strongly influenced),5,6,2,4,0,4,4,3,5,3,,,,,41,5,6,3,5,3,,10,Male,24,Student,,Other,Italian,High school diploma,<1000,Test Group 2,No Education
