StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,I 1 _1,I 2_1,I 2_2,I 2_3,"I 3 ",I 4,I 5_1,I 5_2,I 5_3,I 5_4,I 6,I 7_1,I 7_2,I 7_3,I 7_4,I 7_5,EX 1.2_1,EX 1.3_1,EX 1.3_2,EX 1.3_3,EX 1.3_4,EX 1.3_5,EX 1.3_6,EX 2.2_1,EX 2.3_1,EX 2.3_2,EX 2.3_3,EX 2.3_4,EX 2.3_5,EX 2.3_6,FT 1_1,FT 2_1,FT 3_1,FT 3_2,FT 3_3,FT 3_4,FT 3_5,FT 4_1,FT 4_2,FT 4_3,FT 4_4,FT 5_1,FT 6_1,FT 6_2,FT 6_3,FT 6_4,FT 6_5,ED 2_1,NE 1_1,D 1,D 2,D 3,D 3_4_TEXT,D 4,D 4_3_TEXT,D 5,D 6,Group,Group1
2021-11-15 07:14:34,2021-11-15 07:23:25,IP Address,5.12.101.0,100,530,True,2021-11-15 07:23:26,R_8If6n4Rb3ElUqxX,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,5,Aesthetic,Comfort,Resistence,Every 6 month,50,10,40,40,10,under 50 €,7 (very important),7 (very important),6,4,4,,,,,,,,5,1 (not influenced at all),7 (strongly influenced),5,5,7 (strongly influenced),1 (not influenced at all),1 (No knowledge at all),2,,,,,,7 (strongly agree),4,4,4,40,4,6,3,5,3,50,,Male,22,Student,,Other,Romania,Bachelor's degree,<1000,Test Group 2,Education
2021-11-15 07:08:30,2021-11-15 07:23:59,IP Address,83.69.220.238,100,929,True,2021-11-15 07:24:00,R_3JwxIw8yN2jtknK,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,7 (strongly agree),Fabric,Seams,Design,Every 9 month,200,40,50,10,0,under 50 €,7 (very important),3,7 (very important),7 (very important),7 (very important),,,,,,,,35,1 (not influenced at all),7 (strongly influenced),7 (strongly influenced),1 (not influenced at all),7 (strongly influenced),1 (not influenced at all),7 (I'm an expert),90,,,,,,1 (strongly disagree,7 (strongly agree),7 (strongly agree),1 (strongly disagree,10,7 (strongly agree,7 (strongly agree,4,4,1 (strongly disagree,30,,Male,24,Employed,,Other,Russia,Master's degree,2000-3000,Test Group 2,Education
2021-11-15 07:10:03,2021-11-15 07:24:01,IP Address,83.69.220.238,100,837,True,2021-11-15 07:24:01,R_3haouZTXpebknWX,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,4,style,colour,"how it fits me ",Every 6 month,400,20,60,10,10,81-100€,7 (very important),4,5,7 (very important),4,20,2,7 (strongly influenced),5,2,7 (strongly influenced),3,,,,,,,,1 (No knowledge at all),2,,,,,,2,2,3,2,22,2,2,2,2,2,,7,Male,20,Student,,Other,Russia,Compulsory schooling,<1000,Test Group 1,No Education
2021-11-15 06:52:43,2021-11-15 07:25:56,IP Address,94.177.107.113,100,1992,True,2021-11-15 07:25:56,R_8J5dN08j92o8y4N,,,,,44.6999969482421875,25.899993896484375,anonymous,EN,2,Comfort,Looks,Durability,Less than once a year,200,15,70,0,15,under 50 €,6,4,6,6,4,31,5,5,1 (not influenced at all),3,5,4,,,,,,,,1 (No knowledge at all),0,3,3,1 (strongly disagree),3,3,,,,,0,5,3,3,4,1 (strongly disagree,,21,Male,22,Employed,,Other,Romania,High school diploma,<1000,Test Group 1,No Education
2021-11-15 07:22:46,2021-11-15 07:30:58,IP Address,46.39.227.190,100,491,True,2021-11-15 07:30:58,R_1exGjCOTeE58rnF,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,7 (strongly agree),"Style ","Bag ","Smartness ",Every 3 month,3000,10,20,50,20,81-100€,7 (very important),6,7 (very important),6,6,40,5,6,6,3,7 (strongly influenced),5,,,,,,,,5,75,,,,,,7 (strongly agree),7 (strongly agree),7 (strongly agree),7 (strongly agree),30,6,6,6,6,5,75,,Female,37,Employed,,Other,"Russia ",Master's degree,3000-4000,Test Group 1,Education
2021-11-15 07:23:01,2021-11-15 07:31:06,IP Address,5.12.249.21,100,484,True,2021-11-15 07:31:06,R_2ALS9eujmFOVKHM,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,3,Fashion,Cozy,Comfortable,Every 6 month,300,20,60,10,10,under 50 €,3,4,7 (very important),7 (very important),5,,,,,,,,20,7 (strongly influenced),4,1 (not influenced at all),3,7 (strongly influenced),1 (not influenced at all),4,30,,,,,,6,6,5,4,30,6,5,4,5,3,,49,Female,19,Student,,Other,Romania,Doctorate/Ph.D.,<1000,Test Group 2,No Education
2021-11-15 07:21:25,2021-11-15 07:32:39,IP Address,90.154.7.115,100,674,True,2021-11-15 07:32:40,R_XpKz20vmdFy5jBn,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,7 (strongly agree),Cashmere sweater,"Expensive shoes ",It-bag,Every 3 month,5000,0,0,30,70,101-150€,7 (very important),1 (not important),7 (very important),4,1 (not important),20,3,4,7 (strongly influenced),4,7 (strongly influenced),5,,,,,,,,1 (No knowledge at all),9,,,,,,4,6,3,6,52,4,3,6,3,5,28,,Female,27,Employed,,Other,Russian,Master's degree,2000-3000,Test Group 1,Education
2021-11-15 07:23:36,2021-11-15 07:41:10,IP Address,213.87.90.42,100,1053,True,2021-11-15 07:41:10,R_3I3HeYNEfkQDYGS,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,3,"comfortable ",fitting the shape,,Every 3 month,80000,100,0,0,0,50-80 €,7 (very important),4,5,2,4,50,2,5,5,1 (not influenced at all),7 (strongly influenced),3,,,,,,,,2,0,3,5,2,6,4,,,,,10,5,3,5,2,1 (strongly disagree,,14,Female,23,Employed,,Other,Russian,Bachelor's degree,<1000,Test Group 1,No Education
2021-11-15 07:11:58,2021-11-15 08:05:47,IP Address,83.69.220.238,100,3229,True,2021-11-15 08:05:47,R_2zC51Fh9jcvyurx,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,6,Comfort,Quality,Good fit,Every 9 month,700,30,10,25,35,81-100€,5,4,7 (very important),4,3,,,,,,,,50,2,4,3,3,3,4,2,20,,,,,,3,4,2,5,30,7 (strongly agree,5,6,4,3,,35,Male,27,Employed,,Other,Russian,Master's degree,2000-3000,Test Group 2,No Education
2021-11-15 08:01:06,2021-11-15 08:12:10,IP Address,213.233.108.215,100,664,True,2021-11-15 08:12:10,R_tDNYjjWH7sJ4Th7,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,2,Good fit,"Quality ","Comfort ",Every 3 month,1500,20,0,50,30,50-80 €,6,5,7 (very important),7 (very important),5,40,3,6,7 (strongly influenced),5,7 (strongly influenced),4,,,,,,,,5,10,,,,,,4,5,6,5,10,5,5,4,6,3,20,,Male,19,Student,,Other,Romanian,High school diploma,3000-4000,Test Group 1,Education
2021-11-15 08:04:26,2021-11-15 08:13:08,IP Address,86.120.188.10,100,522,True,2021-11-15 08:13:09,R_21n6cVINz6DerjJ,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,5,"Comfortable ","Pretty ","Chic ",Every 3 month,2.000,10,90,0,0,under 50 €,7 (very important),2,4,4,4,170,4,5,5,5,3,5,,,,,,,,6,60,,,,,,4,4,5,5,26,6,4,4,5,2,,38,Female,19,Student,,Other,Romanian,High school diploma,<1000,Test Group 1,No Education
2021-11-15 08:24:18,2021-11-15 08:28:52,IP Address,109.166.136.122,100,273,True,2021-11-15 08:28:52,R_1pmbmrqiVal9JfQ,,,,,46.7657012939453125,23.59429931640625,anonymous,EN,7 (strongly agree),fit,style,fabrics,Every 3 month,10.000,0,100,0,0,50-80 €,7 (very important),7 (very important),7 (very important),5,3,,,,,,,,120,3,5,6,7 (strongly influenced),7 (strongly influenced),6,6,69,,,,,,4,6,7 (strongly agree),7 (strongly agree),74,7 (strongly agree,7 (strongly agree,5,4,5,72,,Female,19,Student,,Other,romania,High school diploma,1000-2000,Test Group 2,Education
2021-11-15 10:04:30,2021-11-15 10:10:00,IP Address,5.12.15.83,100,330,True,2021-11-15 10:10:00,R_7Pt2VQeWCFLq9Al,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,2,Look,Price,Matching clothes,Every 6 month,500,5,60,25,10,50-80 €,5,3,6,6,4,,,,,,,,60,6,6,2,4,4,6,3,60,,,,,,5,4,6,6,20,4,4,6,5,2,49,,Male,18,Student,,Other,Romania,High school diploma,<1000,Test Group 2,Education
2021-11-15 10:18:41,2021-11-15 10:24:26,IP Address,188.26.138.53,100,345,True,2021-11-15 10:24:26,R_9RyK562F8JlSTgR,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,1 (strongly disagree),Whether i like it or not,,,Every 6 month,200,0,80,20,0,under 50 €,7 (very important),4,4,4,4,,,,,,,,20,3,5,4,2,7 (strongly influenced),1 (not influenced at all),4,30,,,,,,1 (strongly disagree,1 (strongly disagree,4,4,10,1 (strongly disagree,1 (strongly disagree,1 (strongly disagree,1 (strongly disagree,1 (strongly disagree,,0,Male,19,Student,,Other,Romania,High school diploma,<1000,Test Group 2,No Education
2021-11-15 10:24:52,2021-11-15 10:30:07,IP Address,141.237.114.63,100,314,True,2021-11-15 10:30:07,R_XhTCv2RvNx3Nagx,,,,,40.6381072998046875,22.94549560546875,anonymous,EN,4,Comfort,Colour,Style,Every 9 month,300,30,60,0,10,under 50 €,5,3,3,5,2,25,4,4,2,3,4,1 (not influenced at all),,,,,,,,5,30,,,,,,2,2,4,5,20,3,3,2,2,1 (strongly disagree,,15,Male,21,Employed,,Other,Greek,High school diploma,1000-2000,Test Group 1,No Education
2021-11-15 10:34:04,2021-11-15 10:44:44,IP Address,86.121.12.65,100,640,True,2021-11-15 10:44:45,R_2YEWUIbCof5IBHN,,,,,44.4022064208984375,26.0623931884765625,anonymous,EN,7 (strongly agree),Good fit,Favourable price,Quality,Every 6 month,400,20,40,30,10,under 50 €,6,7 (very important),7 (very important),7 (very important),5,20,5,7 (strongly influenced),4,4,7 (strongly influenced),4,,,,,,,,1 (No knowledge at all),6,,,,,,6,6,7 (strongly agree),7 (strongly agree),30,7 (strongly agree,7 (strongly agree,6,5,2,70,,Female,19,Student,,Other,Romanian,High school diploma,<1000,Test Group 1,Education
2021-11-15 10:51:54,2021-11-15 10:57:53,IP Address,188.27.69.78,100,358,True,2021-11-15 10:57:53,R_3s7EKVqJ6nBkJfp,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,4,Type,Color,Patterns,Every 6 month,100,10,50,30,10,50-80 €,7 (very important),7 (very important),6,6,5,,,,,,,,30,5,7 (strongly influenced),5,4,6,4,5,90,,,,,,4,4,5,5,49,4,4,4,5,1 (strongly disagree,51,,Male,22,Student,,Other,Romanian,High school diploma,1000-2000,Test Group 2,Education
2021-11-15 11:55:16,2021-11-15 12:00:12,IP Address,91.141.53.108,100,296,True,2021-11-15 12:00:13,R_2WSUWAG6lZtmqzG,,,,,48.2169952392578125,16.3943939208984375,anonymous,EN,4,Comfort,"Sustainability ","Price-Performance Ratio ",Every 9 month,350,0,60,10,30,under 50 €,5,7 (very important),7 (very important),6,5,55,6,3,4,5,5,6,,,,,,,,6,59,,,,,,5,5,7 (strongly agree),7 (strongly agree),75,5,6,7 (strongly agree,6,4,,50,Female,23,Employed,,Austria,,Bachelor's degree,2000-3000,Test Group 1,No Education
2021-11-15 11:56:33,2021-11-15 12:02:50,IP Address,178.138.35.60,100,376,True,2021-11-15 12:02:50,R_2y7QO6JGZPJ8IER,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,4,Comfortable,"Fashion ",Expressive,Every 6 month,500,50,50,0,0,under 50 €,3,4,5,5,4,,,,,,,,40,4,4,4,4,5,2,2,70,,,,,,5,5,5,6,61,5,5,5,5,3,,55,Female,19,Student,,Other,Romania,High school diploma,<1000,Test Group 2,No Education
2021-11-15 11:55:21,2021-11-15 13:09:29,IP Address,109.166.129.73,100,4448,True,2021-11-15 13:09:29,R_3j6SlJtbJyzYeAR,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,5,Elegance,Refinement," Convenience",Less than once a year,400,0,90,10,0,under 50 €,6,4,5,4,5,40,2,4,5,4,3,2,,,,,,,,6,80,,,,,,6,3,6,3,92,6,3,2,2,2,90,,Female,49,Self employed,,Other,Romanian,Master's degree,<1000,Test Group 1,Education
2021-11-15 16:14:25,2021-11-15 16:24:34,IP Address,109.102.147.90,100,609,True,2021-11-15 16:24:34,R_vwYNW7QwQMKdI9r,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,5,Cotton made,Comfort,Favourable price,Less than once a year,200,15,50,15,20,under 50 €,5,6,6,5,5,15,1 (not influenced at all),7 (strongly influenced),4,5,6,4,,,,,,,,1 (No knowledge at all),0,3,5,2,2,2,,,,,10,4,4,4,4,2,5,,Female,21,Student,,Other,Romanian,High school diploma,<1000,Test Group 1,Education
2021-11-15 16:46:27,2021-11-15 16:55:37,IP Address,188.25.86.194,100,549,True,2021-11-15 16:55:37,R_3DnDxdOnnxiZ6Um,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,3,"Comfortability ",Style,Material,Every 6 month,350,30,70,0,0,under 50 €,7 (very important),5,6,4,3,40,5,2,4,3,7 (strongly influenced),4,,,,,,,,1 (No knowledge at all),59,,,,,,3,4,2,5,50,4,3,4,2,1 (strongly disagree,,21,Female,23,Employed,,Other,Romania,Bachelor's degree,3000-4000,Test Group 1,No Education
2021-11-15 18:59:35,2021-11-15 19:07:25,IP Address,89.238.216.155,100,470,True,2021-11-15 19:07:26,R_3GxseI5j7oP5fr8,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,3,How IT fits,Price,:),Less than once a year,300,10,50,40,0,under 50 €,6,6,7 (very important),6,5,,,,,,,,20,5,5,4,4,4,4,4,50,,,,,,4,4,5,5,15,5,4,3,4,2,,25,Male,23,Employed,,Other,Romania,Bachelor's degree,<1000,Test Group 2,No Education
2021-11-15 23:37:08,2021-11-15 23:55:54,IP Address,86.120.244.91,100,1126,True,2021-11-15 23:55:55,R_2WSudv9ZR7cN9aQ,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,4,Quality,How it fits,The colours,Every 9 month,300,40,60,0,0,under 50 €,7 (very important),5,6,3,6,,,,,,,,30,2,6,5,5,7 (strongly influenced),2,2,50,,,,,,3,3,5,6,28,7 (strongly agree,6,5,4,3,35,,Female,19,Student,,Other,Romania,High school diploma,<1000,Test Group 2,Education
2021-11-16 01:16:20,2021-11-16 01:24:43,IP Address,79.113.171.116,100,503,True,2021-11-16 01:24:43,R_2bJmhEzOl1OpmmQ,,,,,44.4116973876953125,26.042205810546875,anonymous,EN,7 (strongly agree),"Fitting ","Personality ","Style ",Every 9 month,1200,90,10,0,0,under 50 €,7 (very important),6,6,1 (not important),4,15,1 (not influenced at all),7 (strongly influenced),3,1 (not influenced at all),7 (strongly influenced),1 (not influenced at all),,,,,,,,2,3,,,,,,4,4,4,4,0,4,4,4,4,4,,0,Female,23,Employed,,Other,"Romania ",Bachelor's degree,1000-2000,Test Group 1,No Education
2021-11-11 10:08:22,2021-11-11 10:26:59,IP Address,213.162.73.44,14,1117,False,2021-11-18 10:27:01,R_21unGfHggAsVGdX,,,,,,,anonymous,EN,3,quality,function,price level,Less than once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 10:24:59,2021-11-11 10:31:51,IP Address,213.162.73.139,55,412,False,2021-11-18 10:31:52,R_2sTpPphDlghmT9l,,,,,,,anonymous,EN,2,"Pullover ",Jeans,Shoes,Every 3 month,2500,20,10,60,10,101-150€,7 (very important),5,6,5,3,41,1 (not influenced at all),1 (not influenced at all),2,2,2,1 (not influenced at all),,,,,,,,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 1,
2021-11-11 13:29:17,2021-11-11 13:35:39,IP Address,158.255.181.189,55,381,False,2021-11-18 13:35:44,R_UoTcfmUfOPpKiGZ,,,,,,,anonymous,EN,4,Fit,Quality,Price,Less than once a year,1500,25,25,25,25,50-80 €,5,5,5,4,4,45,2,6,5,4,6,5,,,,,,,,1 (No knowledge at all),5,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 1,
2021-11-11 15:30:34,2021-11-11 15:30:55,IP Address,213.65.145.79,14,20,False,2021-11-18 15:31:00,R_1hNetX1BzZkuf2Y,,,,,,,anonymous,EN,4,,,,Less than once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 15:29:35,2021-11-11 15:47:35,IP Address,146.241.25.174,14,1079,False,2021-11-18 15:47:37,R_27KeAddCiwsqIry,,,,,,,anonymous,EN,3,,,,Less than once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 19:33:49,2021-11-11 19:36:33,IP Address,84.115.216.163,28,164,False,2021-11-18 19:36:34,R_9EsCkxuP8DJjNZf,,,,,,,anonymous,EN,2,comfort,style,quality,Every 9 month,1000,60,30,0,10,50-80 €,7 (very important),2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 1,
2021-11-12 01:51:46,2021-11-12 01:55:38,IP Address,130.223.150.174,55,231,False,2021-11-19 01:55:39,R_cSEZVqsxwlRb1n3,,,,,,,anonymous,EN,5,design,durability,comfy,Every 9 month,400,0,100,0,0,50-80 €,5,6,7 (very important),5,4,60,1 (not influenced at all),6,2,4,5,4,,,,,,,,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 1,
2021-11-12 02:02:06,2021-11-12 02:05:20,IP Address,37.160.203.66,38,193,False,2021-11-19 02:05:24,R_2rikl6wbLi7SPsJ,,,,,,,anonymous,EN,6,"Style ",Personality,"Comfort ",Every 9 month,700,40,30,0,30,50-80 €,6,6,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 2,
2021-11-12 02:05:00,2021-11-12 02:08:27,IP Address,178.197.192.197,55,206,False,2021-11-19 02:08:34,R_DvL8tUuUMHRSo3n,,,,,,,anonymous,EN,5,upcycled,price,brand,Every 9 month,2000,10,10,60,20,101-150€,7 (very important),5,5,6,5,,,,,,,,50,2,4,5,2,4,5,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 2,
2021-11-12 02:34:04,2021-11-12 02:34:46,IP Address,193.80.96.205,14,41,False,2021-11-19 02:34:47,R_bHkpMCKZQlh4Rbz,,,,,,,anonymous,EN,5,,,,Every 9 month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-12 02:41:57,2021-11-12 02:45:42,IP Address,189.161.89.200,28,224,False,2021-11-19 02:45:44,R_11bTQ1afrFEVrD5,,,,,,,anonymous,EN,7 (strongly agree),"Originally ","Difference ","Completely ",Every 6 month,1500,30,50,20,0,under 50 €,7 (very important),3,7 (very important),2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 1,
2021-11-12 15:56:07,2021-11-12 16:03:55,IP Address,176.107.80.167,48,467,False,2021-11-19 16:03:58,R_eysKwDNBecaPM8V,,,,,,,anonymous,EN,6,"Accessoires ",Outwear,Pants,Less than once a year,800,0,60,40,0,81-100€,7 (very important),3,7 (very important),3,2,,,,,,,,26,1 (not influenced at all),7 (strongly influenced),7 (strongly influenced),4,7 (strongly influenced),6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 2,
2021-11-14 14:58:06,2021-11-14 14:58:31,IP Address,90.146.203.179,14,25,False,2021-11-21 14:58:35,R_2xMiuEAzLyXoOoX,,,,,,,anonymous,EN,7 (strongly agree),,,,Every 3 month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 01:14:47,2021-11-22 01:22:12,IP Address,83.242.179.132,100,444,True,2021-11-22 01:22:12,R_ulUoP6khCedfDdn,,,,,55.7483062744140625,37.617095947265625,anonymous,EN,5,Stylish,Convenient,Character,Every 9 month,10000,0,0,70,30,more,6,6,7 (very important),5,6,60,5,6,6,4,6,1 (not influenced at all),,,,,,,,5,60,,,,,,6,4,6,6,30,6,5,5,5,6,60,,Female,48,Employed,,Other,Russia,Master's degree,more,Test Group 1,Education
2021-11-15 01:44:29,2021-11-15 01:46:47,IP Address,90.146.88.57,55,137,False,2021-11-22 01:46:49,R_p3IEw9zD6jmUJDb,,,,,,,anonymous,EN,5,,,,Every 6 month,600,30,40,10,20,under 50 €,6,6,4,3,3,57,4,5,5,4,5,5,,,,,,,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 1,
2021-11-15 06:53:48,2021-11-15 06:54:15,IP Address,109.249.183.84,14,27,False,2021-11-22 06:54:16,R_278agheVTU6FW53,,,,,,,anonymous,EN,7 (strongly agree),,,,Less than once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15 07:03:16,2021-11-15 07:16:33,IP Address,90.154.7.115,55,796,False,2021-11-22 07:16:33,R_1CHpaqohm6TmVsE,,,,,,,anonymous,EN,6,"Comfort ","Style ",Price,Every 3 month,6000,0,20,60,20,101-150€,6,2,7 (very important),3,6,,,,,,,,40,3,5,4,4,7 (strongly influenced),6,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 2,
2021-11-15 07:03:12,2021-11-15 07:33:01,IP Address,83.69.220.238,38,1789,False,2021-11-22 07:33:06,R_1q1VTpCSUOCZn6D,,,,,,,anonymous,EN,7 (strongly agree),fashion,comfortable,,Every 3 month,250000,0,80,0,20,50-80 €,7 (very important),6,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 2,
2021-11-15 08:10:23,2021-11-15 08:12:17,IP Address,5.12.101.15,14,114,False,2021-11-22 08:12:18,R_21yWZoortEaK8Hw,,,,,,,anonymous,EN,6,"comfort ","aspect ","color ",Less than once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15 09:55:12,2021-11-15 09:58:40,IP Address,95.76.92.93,55,207,False,2021-11-22 09:58:41,R_323MfcA2svhFFyR,,,,,,,anonymous,EN,7 (strongly agree),,,,Less than once a year,1000,0,50,50,0,50-80 €,7 (very important),3,7 (very important),3,4,40,5,7 (strongly influenced),7 (strongly influenced),7 (strongly influenced),7 (strongly influenced),1 (not influenced at all),,,,,,,,1 (No knowledge at all),42,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 1,
2021-11-15 12:17:34,2021-11-15 12:55:55,IP Address,82.77.109.81,55,2300,False,2021-11-22 12:55:56,R_9M0p3GvcN94P46B,,,,,,,anonymous,EN,5,,,,Every 3 month,300,50,50,0,0,50-80 €,4,4,7 (very important),7 (very important),4,,,,,,,,54,7 (strongly influenced),4,4,4,4,4,7 (I'm an expert),72,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 2,
2021-11-15 16:40:17,2021-11-15 16:45:08,IP Address,188.214.249.2,55,290,False,2021-11-22 16:45:14,R_3lXleJyqhTR7AWr,,,,,,,anonymous,EN,5,price,color matching,fit,Less than once a year,500,50,50,0,0,50-80 €,7 (very important),7 (very important),4,7 (very important),4,,,,,,,,21,1 (not influenced at all),7 (strongly influenced),1 (not influenced at all),1 (not influenced at all),7 (strongly influenced),1 (not influenced at all),5,30,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 2,
2021-11-16 08:09:43,2021-11-16 08:21:39,IP Address,62.231.103.145,48,716,False,2021-11-23 08:21:40,R_2bZdUzvWgslnZc9,,,,,,,anonymous,EN,6,Comfort,Style,Colour,Less than once a year,600,0,10,0,90,under 50 €,7 (very important),7 (very important),7 (very important),7 (very important),7 (very important),,,,,,,,0,7 (strongly influenced),7 (strongly influenced),4,1 (not influenced at all),7 (strongly influenced),1 (not influenced at all),,,,,,,,,,,,,,,,,,,,,,,,,,,,Test Group 2,
